Timestamp,Time (sec),SpC (uS/cm),SpC_cor,NaCl (mg/L),t*C (mg sec/L),Total Mass,Time (sec),,,,
4/6/2021 13:32,1680,132.1,0.48,0.25,411.74,2069.7,1680,,,,
4/6/2021 13:32,1685,132.1,0.48,0.25,412.97,2070.93,1685,,,,
4/6/2021 13:32,1690,132.1,0.48,0.25,414.19,2072.15,1690,,,,
4/6/2021 13:32,1695,132.1,0.48,0.25,415.42,2073.38,1695,,,,
4/6/2021 13:32,1700,132.1,0.48,0.25,416.64,2074.6,1700,,,,
4/6/2021 13:32,1705,132.1,0.48,0.25,417.87,2075.83,1705,,,,
4/6/2021 13:32,1710,132.1,0.48,0.25,419.09,2077.05,1710,,,,
4/6/2021 13:32,1715,132.1,0.48,0.25,420.32,2078.28,1715,,,,
4/6/2021 13:32,1720,132.1,0.48,0.25,421.54,2079.5,1720,,,,
4/6/2021 13:32,1725,132.1,0.48,0.25,422.77,2080.73,1725,,,,
4/6/2021 13:32,1730,132.1,0.48,0.25,423.99,2081.95,1730,,,,
4/6/2021 13:32,1735,132.1,0.48,0.25,425.22,2083.18,1735,,,,
4/6/2021 13:33,1740,132.1,0.48,0.25,426.45,2084.41,1740,,,,
4/6/2021 13:33,1745,132.1,0.48,0.25,427.67,2085.63,1745,,,,
4/6/2021 13:33,1750,132.1,0.48,0.25,428.9,2086.86,1750,,,,
4/6/2021 13:33,1755,132.1,0.48,0.25,430.12,2088.08,1755,,,,
4/6/2021 13:33,1760,132.1,0.48,0.25,431.35,2089.31,1760,,,,
4/6/2021 13:33,1765,132.1,0.48,0.25,432.57,2090.53,1765,,,,
4/6/2021 13:33,1770,132.2,0.58,0.3,524.07,2092.01,1770,,,,
4/6/2021 13:33,1775,132.1,0.48,0.25,435.02,2093.24,1775,,,,
4/6/2021 13:33,1780,132.1,0.48,0.25,436.25,2094.46,1780,,,,
4/6/2021 13:33,1785,132.1,0.48,0.25,437.47,2095.69,1785,,,,
4/6/2021 13:33,1790,132.2,0.58,0.3,529.99,2097.17,1790,,,,
4/6/2021 13:33,1795,132.2,0.58,0.3,531.47,2098.65,1795,,,,
4/6/2021 13:34,1800,132.2,0.58,0.3,532.95,2100.13,1800,,,,
4/6/2021 13:34,1805,132.2,0.58,0.3,534.43,2101.61,1805,,,,
4/6/2021 13:34,1810,132.2,0.58,0.3,535.91,2103.09,1810,,,,
4/6/2021 13:34,1815,132.1,0.48,0.25,444.83,2104.32,1815,,,,
4/6/2021 13:34,1820,132.2,0.58,0.3,538.87,2105.8,1820,,,,
4/6/2021 13:34,1825,132.2,0.58,0.3,540.35,2107.28,1825,,,,
4/6/2021 13:34,1830,132.1,0.48,0.25,448.5,2108.5,1830,,,,
4/6/2021 13:34,1835,132.2,0.58,0.3,543.31,2109.98,1835,,,,
4/6/2021 13:34,1840,132.2,0.58,0.3,544.79,2111.46,1840,,,,
4/6/2021 13:34,1845,132.1,0.48,0.25,452.18,2112.69,1845,,,,
4/6/2021 13:34,1850,132.2,0.58,0.3,547.75,2114.17,1850,,,,
4/6/2021 13:34,1855,132.1,0.48,0.25,454.63,2115.4,1855,,,,
4/6/2021 13:35,1860,132.1,0.48,0.25,455.86,2116.62,1860,,,,
4/6/2021 13:35,1865,132.2,0.58,0.3,552.2,2118.1,1865,,,,
4/6/2021 13:35,1870,132.1,0.48,0.25,458.31,2119.33,1870,,,,
4/6/2021 13:35,1875,132.2,0.58,0.3,555.16,2120.81,1875,,,,
4/6/2021 13:35,1880,132.2,0.58,0.3,556.64,2122.29,1880,,,,
4/6/2021 13:35,1885,132.2,0.58,0.3,558.12,2123.77,1885,,,,
4/6/2021 13:35,1890,132.2,0.58,0.3,559.6,2125.25,1890,,,,
4/6/2021 13:35,1895,132.2,0.58,0.3,561.08,2126.73,1895,,,,
4/6/2021 13:35,1900,132.2,0.58,0.3,562.56,2128.21,1900,,,,
4/6/2021 13:35,1905,132.2,0.58,0.3,564.04,2129.69,1905,,,,
4/6/2021 13:35,1910,132.2,0.58,0.3,565.52,2131.17,1910,,,,
4/6/2021 13:35,1915,132.2,0.58,0.3,567,2132.65,1915,,,,
4/6/2021 13:36,1920,132.2,0.58,0.3,568.48,2134.13,1920,,,,
4/6/2021 13:36,1925,132.2,0.58,0.3,569.96,2135.61,1925,,,,
4/6/2021 13:36,1930,132.2,0.58,0.3,571.44,2137.09,1930,,,,
4/6/2021 13:36,1935,132.1,0.48,0.25,474.24,2138.32,1935,,,,
4/6/2021 13:36,1940,132.2,0.58,0.3,574.4,2139.8,1940,,,,
4/6/2021 13:36,1945,132.2,0.58,0.3,575.88,2141.28,1945,,,,
4/6/2021 13:36,1950,132.2,0.58,0.3,577.36,2142.76,1950,,,,
4/6/2021 13:36,1955,132.2,0.58,0.3,578.84,2144.24,1955,,,,
4/6/2021 13:36,1960,132.2,0.58,0.3,580.32,2145.72,1960,,,,
4/6/2021 13:36,1965,132.2,0.58,0.3,581.8,2147.2,1965,,,,
4/6/2021 13:36,1970,132.2,0.58,0.3,583.28,2148.68,1970,,,,
4/6/2021 13:36,1975,132.2,0.58,0.3,584.76,2150.16,1975,,,,
4/6/2021 13:37,1980,132.2,0.58,0.3,586.25,2151.64,1980,,,,
4/6/2021 13:37,1985,132.2,0.58,0.3,587.73,2153.12,1985,,,,
4/6/2021 13:37,1990,132.2,0.58,0.3,589.21,2154.6,1990,,,,
4/6/2021 13:37,1995,132.2,0.58,0.3,590.69,2156.08,1995,,,,
4/6/2021 13:37,2000,132.2,0.58,0.3,592.17,2157.56,2000,,,,
4/6/2021 13:37,2005,132.2,0.58,0.3,593.65,2159.04,2005,,,,
4/6/2021 13:37,2010,132.2,0.58,0.3,595.13,2160.52,2010,,,,
4/6/2021 13:37,2015,132.2,0.58,0.3,596.61,2162,2015,,,,
4/6/2021 13:37,2020,132.2,0.58,0.3,598.09,2163.48,2020,,,,
4/6/2021 13:37,2025,132.2,0.58,0.3,599.57,2164.96,2025,,,,
4/6/2021 13:37,2030,132.2,0.58,0.3,601.05,2166.44,2030,,,,
4/6/2021 13:37,2035,132.2,0.58,0.3,602.53,2167.93,2035,,,,
4/6/2021 13:38,2040,132.2,0.58,0.3,604.01,2169.41,2040,,,,
4/6/2021 13:38,2045,132.2,0.58,0.3,605.49,2170.89,2045,,,,
4/6/2021 13:38,2050,132.2,0.58,0.3,606.97,2172.37,2050,,,,
4/6/2021 13:38,2055,132.2,0.58,0.3,608.45,2173.85,2055,,,,
4/6/2021 13:38,2060,132.2,0.58,0.3,609.93,2175.33,2060,,,,
4/6/2021 13:38,2065,132.2,0.58,0.3,611.41,2176.81,2065,,,,
4/6/2021 13:38,2070,132.2,0.58,0.3,612.89,2178.29,2070,,,,
4/6/2021 13:38,2075,132.2,0.58,0.3,614.37,2179.77,2075,,,,
4/6/2021 13:38,2080,132.2,0.58,0.3,615.85,2181.25,2080,,,,
4/6/2021 13:38,2085,132.2,0.58,0.3,617.33,2182.73,2085,,,,
4/6/2021 13:38,2090,132.2,0.58,0.3,618.81,2184.21,2090,,,,
4/6/2021 13:38,2095,132.2,0.58,0.3,620.29,2185.69,2095,,,,
4/6/2021 13:39,2100,132.2,0.58,0.3,621.78,2187.17,2100,,,,
4/6/2021 13:39,2105,132.2,0.58,0.3,623.26,2188.65,2105,,,,
4/6/2021 13:39,2110,132.2,0.58,0.3,624.74,2190.13,2110,,,,
4/6/2021 13:39,2115,132.2,0.58,0.3,626.22,2191.61,2115,,,,
4/6/2021 13:39,2120,132.2,0.58,0.3,627.7,2193.09,2120,,,,
4/6/2021 13:39,2125,132.2,0.58,0.3,629.18,2194.57,2125,,,,
4/6/2021 13:39,2130,132.2,0.58,0.3,630.66,2196.05,2130,,,,
4/6/2021 13:39,2135,132.2,0.58,0.3,632.14,2197.53,2135,,,,
4/6/2021 13:39,2140,132.2,0.58,0.3,633.62,2199.01,2140,,,,
4/6/2021 13:39,2145,132.2,0.58,0.3,635.1,2200.49,2145,,,,
4/6/2021 13:39,2150,132.2,0.58,0.3,636.58,2201.97,2150,,,,
4/6/2021 13:39,2155,132.2,0.58,0.3,638.06,2203.46,2155,,,,
4/6/2021 13:40,2160,132.2,0.58,0.3,639.54,2204.94,2160,,,,
4/6/2021 13:40,2165,132.2,0.58,0.3,641.02,2206.42,2165,,,,
4/6/2021 13:40,2170,132.2,0.58,0.3,642.5,2207.9,2170,,,,
4/6/2021 13:40,2175,132.2,0.58,0.3,643.98,2209.38,2175,,,,
4/6/2021 13:40,2180,132.2,0.58,0.3,645.46,2210.86,2180,,,,
4/6/2021 13:40,2185,132.2,0.58,0.3,646.94,2212.34,2185,,,,
4/6/2021 13:40,2190,132.2,0.58,0.3,648.42,2213.82,2190,,,,
4/6/2021 13:40,2195,132.2,0.58,0.3,649.9,2215.3,2195,,,,
4/6/2021 13:40,2200,132.2,0.58,0.3,651.38,2216.78,2200,,,,
4/6/2021 13:40,2205,132.2,0.58,0.3,652.86,2218.26,2205,,,,
4/6/2021 13:40,2210,132.2,0.58,0.3,654.34,2219.74,2210,,,,
4/6/2021 13:40,2215,132.2,0.58,0.3,655.82,2221.22,2215,,,,
4/6/2021 13:41,2220,132.2,0.58,0.3,657.31,2222.7,2220,,,,
4/6/2021 13:41,2225,132.2,0.58,0.3,658.79,2224.18,2225,,,,
4/6/2021 13:41,2230,132.2,0.58,0.3,660.27,2225.66,2230,,,,
4/6/2021 13:41,2235,132.2,0.58,0.3,661.75,2227.14,2235,,,,
4/6/2021 13:41,2240,132.2,0.58,0.3,663.23,2228.62,2240,,,,
4/6/2021 13:41,2245,132.2,0.58,0.3,664.71,2230.1,2245,,,,
4/6/2021 13:41,2250,132.2,0.58,0.3,666.19,2231.58,2250,,,,
4/6/2021 13:41,2255,132.2,0.58,0.3,667.67,2233.06,2255,,,,
4/6/2021 13:41,2260,132.2,0.58,0.3,669.15,2234.54,2260,,,,
4/6/2021 13:41,2265,132.3,0.68,0.35,786.14,2236.28,2265,,,,
4/6/2021 13:41,2270,132.2,0.58,0.3,672.11,2237.76,2270,,,,
4/6/2021 13:41,2275,132.2,0.58,0.3,673.59,2239.24,2275,,,,
4/6/2021 13:42,2280,132.2,0.58,0.3,675.07,2240.72,2280,,,,
4/6/2021 13:42,2285,132.2,0.58,0.3,676.55,2242.2,2285,,,,
4/6/2021 13:42,2290,132.2,0.58,0.3,678.03,2243.68,2290,,,,
4/6/2021 13:42,2295,132.2,0.58,0.3,679.51,2245.16,2295,,,,
4/6/2021 13:42,2300,132.2,0.58,0.3,680.99,2246.64,2300,,,,
4/6/2021 13:42,2305,132.2,0.58,0.3,682.47,2248.12,2305,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
