"Plot Title: Bradford13_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10926097, SEN S/N: 10926097)","Temp, °F (LGR S/N: 10926097, SEN S/N: 10926097)","Coupler Attached (LGR S/N: 10926097, SEN S/N: 10926097)","Coupler Detached (LGR S/N: 10926097, SEN S/N: 10926097)","Host Connected (LGR S/N: 10926097, SEN S/N: 10926097)","End Of File (LGR S/N: 10926097, SEN S/N: 10926097)"
468,05/08/24 04:00:00 AM,5.48,66.78,,,,
469,05/08/24 05:00:00 AM,5.62,66.42,,,,
470,05/08/24 06:00:00 AM,5.63,66.16,,,,
471,05/08/24 07:00:00 AM,5.49,67.71,,,,
472,05/08/24 08:00:00 AM,5.36,71.31,,,,
473,05/08/24 09:00:00 AM,5.22,75.09,,,,
474,05/08/24 10:00:00 AM,5.70,77.22,,,,
475,05/08/24 11:00:00 AM,5.92,78.84,,,,
476,05/08/24 12:00:00 PM,6.20,80.46,,,,
477,05/08/24 01:00:00 PM,6.65,82.51,,,,
478,05/08/24 02:00:00 PM,6.81,83.80,,,,
479,05/08/24 03:00:00 PM,6.49,84.70,,,,
480,05/08/24 03:13:50 PM,,,Logged,,,
481,05/08/24 03:14:42 PM,,,,Logged,,
482,05/08/24 03:18:24 PM,,,Logged,,,
483,05/08/24 03:18:26 PM,,,,,Logged,Logged
