"Plot Title: Bradford5a_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733147, SEN S/N: 10733147)","Temp, °F (LGR S/N: 10733147, SEN S/N: 10733147)","Expired Sensor Cap (LGR S/N: 10733147, SEN S/N: 10733147)","Coupler Attached (LGR S/N: 10733147, SEN S/N: 10733147)","Host Connected (LGR S/N: 10733147, SEN S/N: 10733147)","Coupler Detached (LGR S/N: 10733147, SEN S/N: 10733147)","Stopped (LGR S/N: 10733147, SEN S/N: 10733147)","End Of File (LGR S/N: 10733147, SEN S/N: 10733147)"
432,07/08/24 10:00:00 AM,-888.88,-888.88,,,,,,
433,07/08/24 11:00:00 AM,-888.88,-888.88,,,,,,
434,07/08/24 12:00:00 PM,-888.88,-888.88,,,,,,
435,07/08/24 01:00:00 PM,-888.88,-888.88,,,,,,
436,07/08/24 02:00:00 PM,-888.88,-888.88,,,,,,
437,07/08/24 03:00:00 PM,-888.88,-888.88,,,,,,
438,07/08/24 04:00:00 PM,-888.88,-888.88,,,,,,
439,07/08/24 05:00:00 PM,-888.88,-888.88,,,,,,
440,07/08/24 06:00:00 PM,-888.88,-888.88,,,,,,
441,07/08/24 07:00:00 PM,-888.88,-888.88,,,,,,
442,07/08/24 08:00:00 PM,-888.88,-888.88,,,,,,
443,07/08/24 09:00:00 PM,-888.88,-888.88,,,,,,
444,07/08/24 10:00:00 PM,-888.88,-888.88,,,,,,
445,07/08/24 11:00:00 PM,-888.88,-888.88,,,,,,
446,07/09/24 12:00:00 AM,-888.88,-888.88,,,,,,
447,07/09/24 01:00:00 AM,-888.88,-888.88,,,,,,
448,07/09/24 02:00:00 AM,-888.88,-888.88,,,,,,
449,07/09/24 03:00:00 AM,-888.88,-888.88,,,,,,
450,07/09/24 04:00:00 AM,-888.88,-888.88,,,,,,
451,07/09/24 05:00:00 AM,-888.88,-888.88,,,,,,
452,07/09/24 06:00:00 AM,-888.88,-888.88,,,,,,
453,07/09/24 07:00:00 AM,-888.88,-888.88,,,,,,
454,07/09/24 08:00:00 AM,-888.88,-888.88,,,,,,
455,07/09/24 09:00:00 AM,-888.88,-888.88,,,,,,
456,07/09/24 10:00:00 AM,-888.88,-888.88,,,,,,
457,07/09/24 11:00:00 AM,-888.88,-888.88,,,,,,
458,07/09/24 12:00:00 PM,-888.88,-888.88,,,,,,
459,07/09/24 01:00:00 PM,-888.88,-888.88,,,,,,
460,07/09/24 02:00:00 PM,-888.88,-888.88,,,,,,
461,07/09/24 03:00:00 PM,-888.88,-888.88,,,,,,
462,07/09/24 04:00:00 PM,-888.88,-888.88,,,,,,
463,07/09/24 05:00:00 PM,-888.88,-888.88,,,,,,
464,07/09/24 06:00:00 PM,-888.88,-888.88,,,,,,
465,07/09/24 07:00:00 PM,-888.88,-888.88,,,,,,
466,07/09/24 08:00:00 PM,-888.88,-888.88,,,,,,
467,07/09/24 09:00:00 PM,-888.88,-888.88,,,,,,
468,07/09/24 10:00:00 PM,-888.88,-888.88,,,,,,
469,07/09/24 11:00:00 PM,-888.88,-888.88,,,,,,
470,07/10/24 12:00:00 AM,-888.88,-888.88,,,,,,
471,07/10/24 01:00:00 AM,-888.88,-888.88,,,,,,
472,07/10/24 02:00:00 AM,-888.88,-888.88,,,,,,
473,07/10/24 03:00:00 AM,-888.88,-888.88,,,,,,
474,07/10/24 04:00:00 AM,-888.88,-888.88,,,,,,
475,07/10/24 05:00:00 AM,-888.88,-888.88,,,,,,
476,07/10/24 06:00:00 AM,-888.88,-888.88,,,,,,
477,07/10/24 07:00:00 AM,-888.88,-888.88,,,,,,
478,07/10/24 08:00:00 AM,-888.88,-888.88,,,,,,
479,07/10/24 09:00:00 AM,-888.88,-888.88,,,,,,
480,07/10/24 10:00:00 AM,-888.88,-888.88,,,,,,
481,07/10/24 11:00:00 AM,-888.88,-888.88,,,,,,
482,07/10/24 12:00:00 PM,-888.88,-888.88,,,,,,
483,07/10/24 01:00:00 PM,-888.88,-888.88,,,,,,
484,07/10/24 02:00:00 PM,-888.88,-888.88,,,,,,
485,07/10/24 03:00:00 PM,-888.88,-888.88,,,,,,
486,07/10/24 04:00:00 PM,-888.88,-888.88,,,,,,
487,07/10/24 05:00:00 PM,-888.88,-888.88,,,,,,
488,07/10/24 06:00:00 PM,-888.88,-888.88,,,,,,
489,07/10/24 07:00:00 PM,-888.88,-888.88,,,,,,
490,07/10/24 08:00:00 PM,-888.88,-888.88,,,,,,
491,07/10/24 09:00:00 PM,-888.88,-888.88,,,,,,
492,07/10/24 10:00:00 PM,-888.88,-888.88,,,,,,
493,07/10/24 11:00:00 PM,-888.88,-888.88,,,,,,
494,07/11/24 12:00:00 AM,-888.88,-888.88,,,,,,
495,07/11/24 01:00:00 AM,-888.88,-888.88,,,,,,
496,07/11/24 02:00:00 AM,-888.88,-888.88,,,,,,
497,07/11/24 03:00:00 AM,-888.88,-888.88,,,,,,
498,07/11/24 04:00:00 AM,-888.88,-888.88,,,,,,
499,07/11/24 05:00:00 AM,-888.88,-888.88,,,,,,
500,07/11/24 06:00:00 AM,-888.88,-888.88,,,,,,
501,07/11/24 07:00:00 AM,-888.88,-888.88,,,,,,
502,07/11/24 08:00:00 AM,-888.88,-888.88,,,,,,
503,07/11/24 09:00:00 AM,-888.88,-888.88,,,,,,
504,07/11/24 10:00:00 AM,-888.88,-888.88,,,,,,
505,07/11/24 11:00:00 AM,-888.88,-888.88,,,,,,
506,07/11/24 12:00:00 PM,-888.88,-888.88,,,,,,
507,07/11/24 01:00:00 PM,-888.88,-888.88,,,,,,
508,07/11/24 02:00:00 PM,-888.88,-888.88,,,,,,
509,07/11/24 03:00:00 PM,-888.88,-888.88,,,,,,
510,07/11/24 03:48:21 PM,,,,Logged,,,,
511,07/11/24 03:48:23 PM,,,,,Logged,,,
512,07/11/24 03:49:01 PM,,,,,Logged,,,
513,07/11/24 03:50:09 PM,,,,,,Logged,,
514,07/11/24 03:50:10 PM,,,,Logged,,,,
515,07/11/24 03:50:13 PM,,,,,,,Logged,Logged
