"Plot Title: Bradford_15con"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342064, SEN S/N: 20342064)","Temp, °F (LGR S/N: 20342064, SEN S/N: 20342064)","Stopped (LGR S/N: 20342064, SEN S/N: 20342064)","End Of File (LGR S/N: 20342064, SEN S/N: 20342064)"
507,03/20/25 02:00:00 PM,95.0,63.41,,
508,03/20/25 03:00:00 PM,96.4,63.97,,
509,03/20/25 04:00:00 PM,96.1,64.00,,
510,03/20/25 05:00:00 PM,95.3,63.63,,
511,03/20/25 06:00:00 PM,94.6,63.05,,
512,03/20/25 07:00:00 PM,93.9,62.33,,
513,03/20/25 08:00:00 PM,93.6,61.68,,
514,03/20/25 09:00:00 PM,92.5,61.03,,
515,03/20/25 10:00:00 PM,92.2,60.40,,
516,03/20/25 11:00:00 PM,91.1,59.67,,
517,03/21/25 12:00:00 AM,90.4,58.89,,
518,03/21/25 01:00:00 AM,89.0,57.87,,
519,03/21/25 02:00:00 AM,88.3,57.07,,
520,03/21/25 03:00:00 AM,87.2,56.41,,
521,03/21/25 04:00:00 AM,86.5,55.76,,
522,03/21/25 05:00:00 AM,85.8,55.15,,
523,03/21/25 06:00:00 AM,85.5,54.55,,
524,03/21/25 07:00:00 AM,84.8,54.00,,
525,03/21/25 08:00:00 AM,84.4,53.89,,
526,03/21/25 09:00:00 AM,84.8,54.19,,
527,03/21/25 10:00:00 AM,85.1,54.68,,
528,03/21/25 11:00:00 AM,86.2,55.85,,
529,03/21/25 12:00:00 PM,87.2,57.18,,
530,03/21/25 01:00:00 PM,89.0,58.96,,
531,03/21/25 02:00:00 PM,90.7,60.26,,
532,03/21/25 03:00:00 PM,91.4,60.82,,
533,03/21/25 04:00:00 PM,92.1,61.34,,
534,03/21/25 05:00:00 PM,91.8,60.94,,
535,03/21/25 06:00:00 PM,91.8,60.53,,
536,03/21/25 07:00:00 PM,91.1,59.99,,
537,03/21/25 08:00:00 PM,90.4,59.22,,
538,03/21/25 09:00:00 PM,89.4,58.32,,
539,03/21/25 10:00:00 PM,88.7,57.69,,
540,03/21/25 11:00:00 PM,87.9,57.06,,
541,03/22/25 12:00:00 AM,86.9,56.43,,
542,03/22/25 01:00:00 AM,86.9,55.76,,
543,03/22/25 02:00:00 AM,84.7,55.09,,
544,03/22/25 03:00:00 AM,84.4,54.45,,
545,03/22/25 04:00:00 AM,83.3,53.83,,
546,03/22/25 05:00:00 AM,82.9,53.28,,
547,03/22/25 06:00:00 AM,82.2,52.74,,
548,03/22/25 07:00:00 AM,81.5,52.30,,
549,03/22/25 08:00:00 AM,81.5,52.32,,
550,03/22/25 09:00:00 AM,82.2,53.19,,
551,03/22/25 10:00:00 AM,83.3,54.21,,
552,03/22/25 11:00:00 AM,85.1,55.58,,
553,03/22/25 12:00:00 PM,86.5,57.11,,
554,03/22/25 01:00:00 PM,88.6,59.11,,
555,03/22/25 02:00:00 PM,90.3,60.60,,
556,03/22/25 03:00:00 PM,91.0,61.27,,
557,03/22/25 04:00:00 PM,91.7,61.88,,
558,03/22/25 05:00:00 PM,91.4,61.61,,
559,03/22/25 06:00:00 PM,91.0,61.25,,
560,03/22/25 07:00:00 PM,90.7,60.76,,
561,03/22/25 08:00:00 PM,90.0,60.13,,
562,03/22/25 09:00:00 PM,89.3,59.43,,
563,03/22/25 10:00:00 PM,89.0,58.75,,
564,03/22/25 11:00:00 PM,87.5,58.15,,
565,03/23/25 12:00:00 AM,87.2,57.58,,
566,03/23/25 01:00:00 AM,86.5,57.02,,
567,03/23/25 02:00:00 AM,85.7,56.50,,
568,03/23/25 03:00:00 AM,85.4,56.01,,
569,03/23/25 04:00:00 AM,84.7,55.47,,
570,03/23/25 05:00:00 AM,84.0,54.91,,
571,03/23/25 06:00:00 AM,83.3,54.41,,
572,03/23/25 07:00:00 AM,82.9,54.03,,
573,03/23/25 08:00:00 AM,82.9,54.14,,
574,03/23/25 09:00:00 AM,83.6,54.97,,
575,03/23/25 10:00:00 AM,84.6,56.30,,
576,03/23/25 11:00:00 AM,86.4,57.83,,
577,03/23/25 12:00:00 PM,87.8,59.22,,
578,03/23/25 01:00:00 PM,89.9,61.32,,
579,03/23/25 02:00:00 PM,91.7,62.98,,
580,03/23/25 03:00:00 PM,92.8,63.72,,
581,03/23/25 04:00:00 PM,93.5,64.35,,
582,03/23/25 05:00:00 PM,93.5,64.26,,
583,03/23/25 06:00:00 PM,93.5,63.97,,
584,03/23/25 07:00:00 PM,92.8,63.50,,
585,03/23/25 08:00:00 PM,92.8,62.91,,
586,03/23/25 09:00:00 PM,92.1,62.29,,
587,03/23/25 10:00:00 PM,91.4,61.54,,
588,03/23/25 11:00:00 PM,90.3,60.76,,
589,03/24/25 12:00:00 AM,90.0,60.12,,
590,03/24/25 01:00:00 AM,88.9,59.59,,
591,03/24/25 02:00:00 AM,88.9,59.13,,
592,03/24/25 03:00:00 AM,87.9,58.69,,
593,03/24/25 04:00:00 AM,87.9,58.41,,
594,03/24/25 05:00:00 AM,96.0,58.28,,
595,03/24/25 06:00:00 AM,86.4,58.10,,
596,03/24/25 07:00:00 AM,86.4,58.08,,
597,03/24/25 08:00:00 AM,86.0,58.28,,
598,03/24/25 09:00:00 AM,86.7,58.98,,
599,03/24/25 10:00:00 AM,87.4,59.63,,
600,03/24/25 11:00:00 AM,87.8,60.06,,
601,03/24/25 12:00:00 PM,87.8,60.26,,
602,03/24/25 01:00:00 PM,88.8,61.34,,
603,03/24/25 02:00:00 PM,89.9,62.38,,
604,03/24/25 03:00:00 PM,90.6,63.30,,
605,03/24/25 04:00:00 PM,90.9,63.28,,
606,03/24/25 05:00:00 PM,91.3,63.46,,
607,03/24/25 06:00:00 PM,91.3,63.55,,
608,03/24/25 07:00:00 PM,91.3,63.37,,
609,03/24/25 08:00:00 PM,90.9,63.14,,
610,03/24/25 09:00:00 PM,91.0,62.91,,
611,03/24/25 10:00:00 PM,90.2,62.65,,
612,03/24/25 11:00:00 PM,90.2,62.42,,
613,03/25/25 12:00:00 AM,91.0,62.17,,
614,03/25/25 01:00:00 AM,89.5,61.86,,
615,03/25/25 02:00:00 AM,89.2,61.54,,
616,03/25/25 03:00:00 AM,89.6,61.39,,
617,03/25/25 04:00:00 AM,88.8,61.34,,
618,03/25/25 05:00:00 AM,88.8,61.23,,
619,03/25/25 06:00:00 AM,88.8,61.05,,
620,03/25/25 07:00:00 AM,88.1,60.78,,
621,03/25/25 08:00:00 AM,88.8,60.94,,
622,03/25/25 09:00:00 AM,88.8,61.63,,
623,03/25/25 10:00:00 AM,90.2,62.83,,
624,03/25/25 11:00:00 AM,90.9,63.70,,
625,03/25/25 12:00:00 PM,91.6,64.76,,
626,03/25/25 01:00:00 PM,94.1,66.24,,
627,03/25/25 02:00:00 PM,95.1,67.78,,
628,03/25/25 03:00:00 PM,95.8,68.40,,
629,03/25/25 04:00:00 PM,96.2,68.72,,
630,03/25/25 05:00:00 PM,95.8,68.72,,
631,03/25/25 06:00:00 PM,96.2,68.31,,
632,03/25/25 07:00:00 PM,95.1,67.78,,
633,03/25/25 08:00:00 PM,94.8,67.06,,
634,03/25/25 09:00:00 PM,94.1,66.47,,
635,03/25/25 10:00:00 PM,93.7,65.95,,
636,03/25/25 11:00:00 PM,93.0,65.37,,
637,03/26/25 12:00:00 AM,92.7,64.67,,
638,03/26/25 01:00:00 AM,91.6,63.90,,
639,03/26/25 02:00:00 AM,90.9,63.07,,
640,03/26/25 03:00:00 AM,89.5,62.33,,
641,03/26/25 04:00:00 AM,88.8,61.63,,
642,03/26/25 05:00:00 AM,88.5,61.03,,
643,03/26/25 06:00:00 AM,87.8,60.48,,
644,03/26/25 07:00:00 AM,87.0,60.04,,
645,03/26/25 08:00:00 AM,86.7,60.12,,
646,03/26/25 09:00:00 AM,87.7,61.11,,
647,03/26/25 10:00:00 AM,89.1,62.64,,
648,03/26/25 10:39:13 AM,,,Logged,Logged
