"Plot Title: Bradford_14cond"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21415362, SEN S/N: 21415362)","Temp, °F (LGR S/N: 21415362, SEN S/N: 21415362)","Coupler Detached (LGR S/N: 21415362, SEN S/N: 21415362)","Coupler Attached (LGR S/N: 21415362, SEN S/N: 21415362)","Host Connected (LGR S/N: 21415362, SEN S/N: 21415362)","Stopped (LGR S/N: 21415362, SEN S/N: 21415362)","End Of File (LGR S/N: 21415362, SEN S/N: 21415362)"
450,02/27/24 07:00:00 AM,54.3,57.25,,,,,
451,02/27/24 08:00:00 AM,53.6,56.93,,,,,
452,02/27/24 09:00:00 AM,53.6,56.84,,,,,
453,02/27/24 10:00:00 AM,53.2,57.06,,,,,
454,02/27/24 11:00:00 AM,53.6,57.51,,,,,
455,02/27/24 12:00:00 PM,62.4,58.68,,,,,
456,02/27/24 01:00:00 PM,62.0,59.83,,,,,
457,02/27/24 02:00:00 PM,57.5,61.16,,,,,
458,02/27/24 03:00:00 PM,58.2,62.42,,,,,
459,02/27/24 04:00:00 PM,59.7,63.50,,,,,
460,02/27/24 05:00:00 PM,63.0,64.27,,,,,
461,02/27/24 06:00:00 PM,64.1,64.53,,,,,
462,02/27/24 07:00:00 PM,64.5,64.51,,,,,
463,02/27/24 08:00:00 PM,64.5,64.33,,,,,
464,02/27/24 09:00:00 PM,64.1,64.04,,,,,
465,02/27/24 10:00:00 PM,63.0,63.66,,,,,
466,02/27/24 11:00:00 PM,62.3,63.28,,,,,
467,02/28/24 12:00:00 AM,65.3,62.89,,,,,
468,02/28/24 01:00:00 AM,62.3,62.51,,,,,
469,02/28/24 02:00:00 AM,60.5,62.13,,,,,
470,02/28/24 03:00:00 AM,60.8,61.77,,,,,
471,02/28/24 04:00:00 AM,59.0,61.41,,,,,
472,02/28/24 05:00:00 AM,58.6,61.11,,,,,
473,02/28/24 06:00:00 AM,58.3,60.80,,,,,
474,02/28/24 07:00:00 AM,58.3,60.48,,,,,
475,02/28/24 08:00:00 AM,57.9,60.17,,,,,
476,02/28/24 09:00:00 AM,57.9,60.10,,,,,
477,02/28/24 10:00:00 AM,57.9,60.37,,,,,
478,02/28/24 11:00:00 AM,57.9,60.82,,,,,
479,02/28/24 12:00:00 PM,59.0,61.86,,,,,
480,02/28/24 01:00:00 PM,60.4,63.03,,,,,
481,02/28/24 02:00:00 PM,63.3,64.40,,,,,
482,02/28/24 03:00:00 PM,65.2,65.43,,,,,
483,02/28/24 04:00:00 PM,65.9,66.42,,,,,
484,02/28/24 05:00:00 PM,66.2,66.99,,,,,
485,02/28/24 06:00:00 PM,66.6,67.24,,,,,
486,02/28/24 07:00:00 PM,66.6,67.24,,,,,
487,02/28/24 08:00:00 PM,66.6,67.08,,,,,
488,02/28/24 09:00:00 PM,67.0,66.90,,,,,
489,02/28/24 10:00:00 PM,67.0,66.65,,,,,
490,02/28/24 11:00:00 PM,66.6,66.40,,,,,
491,02/29/24 12:00:00 AM,65.9,66.20,,,,,
492,02/29/24 01:00:00 AM,65.5,66.06,,,,,
493,02/29/24 02:00:00 AM,65.1,65.93,,,,,
494,02/29/24 03:00:00 AM,64.8,65.84,,,,,
495,02/29/24 04:00:00 AM,64.8,65.73,,,,,
496,02/29/24 05:00:00 AM,64.8,65.55,,,,,
497,02/29/24 06:00:00 AM,64.4,65.32,,,,,
498,02/29/24 07:00:00 AM,64.4,64.90,,,,,
499,02/29/24 08:00:00 AM,63.7,64.45,,,,,
500,02/29/24 09:00:00 AM,63.4,64.09,,,,,
501,02/29/24 10:00:00 AM,63.4,63.93,,,,,
502,02/29/24 11:00:00 AM,63.0,63.99,,,,,
503,02/29/24 12:00:00 PM,63.0,64.20,,,,,
504,02/29/24 01:00:00 PM,63.3,64.62,,,,,
505,02/29/24 02:00:00 PM,63.7,65.03,,,,,
506,02/29/24 03:00:00 PM,64.8,65.32,,,,,
507,02/29/24 04:00:00 PM,65.2,65.50,,,,,
508,02/29/24 05:00:00 PM,67.8,65.39,,,,,
509,02/29/24 06:00:00 PM,69.6,65.14,,,,,
510,02/29/24 07:00:00 PM,70.0,64.83,,,,,
511,02/29/24 08:00:00 PM,72.6,64.42,,,,,
512,02/29/24 09:00:00 PM,77.1,64.09,,,,,
513,02/29/24 10:00:00 PM,77.5,63.73,,,,,
514,02/29/24 11:00:00 PM,77.5,63.37,,,,,
515,03/01/24 12:00:00 AM,77.1,63.05,,,,,
516,03/01/24 01:00:00 AM,74.9,62.78,,,,,
517,03/01/24 02:00:00 AM,71.9,62.51,,,,,
518,03/01/24 03:00:00 AM,69.4,62.28,,,,,
519,03/01/24 04:00:00 AM,67.9,62.04,,,,,
520,03/01/24 05:00:00 AM,66.8,61.88,,,,,
521,03/01/24 06:00:00 AM,66.4,61.72,,,,,
522,03/01/24 07:00:00 AM,65.3,61.56,,,,,
523,03/01/24 08:00:00 AM,64.9,61.48,,,,,
524,03/01/24 09:00:00 AM,64.9,61.54,,,,,
525,03/01/24 10:00:00 AM,64.6,61.74,,,,,
526,03/01/24 11:00:00 AM,65.3,62.28,,,,,
527,03/01/24 12:00:00 PM,65.3,62.92,,,,,
528,03/01/24 01:00:00 PM,68.6,63.68,,,,,
529,03/01/24 02:00:00 PM,73.7,64.56,,,,,
530,03/01/24 03:00:00 PM,75.2,65.25,,,,,
531,03/01/24 04:00:00 PM,74.0,65.88,,,,,
532,03/01/24 05:00:00 PM,72.9,66.25,,,,,
533,03/01/24 06:00:00 PM,73.3,66.45,,,,,
534,03/01/24 07:00:00 PM,73.6,66.56,,,,,
535,03/01/24 08:00:00 PM,73.6,66.56,,,,,
536,03/01/24 09:00:00 PM,73.3,66.51,,,,,
537,03/01/24 10:00:00 PM,72.9,66.45,,,,,
538,03/01/24 11:00:00 PM,72.5,66.33,,,,,
539,03/02/24 12:00:00 AM,72.5,66.24,,,,,
540,03/02/24 01:00:00 AM,72.5,66.09,,,,,
541,03/02/24 02:00:00 AM,72.2,65.98,,,,,
542,03/02/24 03:00:00 AM,71.8,65.84,,,,,
543,03/02/24 04:00:00 AM,71.8,65.73,,,,,
544,03/02/24 05:00:00 AM,71.4,65.59,,,,,
545,03/02/24 06:00:00 AM,71.1,65.46,,,,,
546,03/02/24 07:00:00 AM,71.5,65.34,,,,,
547,03/02/24 08:00:00 AM,71.5,65.23,,,,,
548,03/02/24 09:00:00 AM,70.4,65.23,,,,,
549,03/02/24 10:00:00 AM,70.0,65.43,,,,,
550,03/02/24 11:00:00 AM,70.3,65.64,,,,,
551,03/02/24 12:00:00 PM,71.4,66.13,,,,,
552,03/02/24 01:00:00 PM,72.1,66.67,,,,,
553,03/02/24 02:00:00 PM,72.5,67.15,,,,,
554,03/02/24 03:00:00 PM,75.1,67.55,,,,,
555,03/02/24 04:00:00 PM,76.2,67.71,,,,,
556,03/02/24 05:00:00 PM,76.9,67.78,,,,,
557,03/02/24 06:00:00 PM,76.2,67.78,,,,,
558,03/02/24 07:00:00 PM,76.9,67.69,,,,,
559,03/02/24 08:00:00 PM,76.2,67.60,,,,,
560,03/02/24 09:00:00 PM,76.5,67.46,,,,,
561,03/02/24 10:00:00 PM,76.9,67.28,,,,,
562,03/02/24 11:00:00 PM,76.9,67.12,,,,,
563,03/03/24 12:00:00 AM,75.8,66.99,,,,,
564,03/03/24 01:00:00 AM,76.2,66.83,,,,,
565,03/03/24 02:00:00 AM,75.8,66.65,,,,,
566,03/03/24 03:00:00 AM,75.9,66.51,,,,,
567,03/03/24 04:00:00 AM,74.7,66.34,,,,,
568,03/03/24 05:00:00 AM,75.5,66.22,,,,,
569,03/03/24 06:00:00 AM,74.0,66.09,,,,,
570,03/03/24 07:00:00 AM,73.7,65.97,,,,,
571,03/03/24 08:00:00 AM,73.3,65.88,,,,,
572,03/03/24 09:00:00 AM,74.4,65.89,,,,,
573,03/03/24 10:00:00 AM,74.8,66.24,,,,,
574,03/03/24 11:00:00 AM,75.8,66.56,,,,,
575,03/03/24 12:00:00 PM,75.4,67.53,,,,,
576,03/03/24 01:00:00 PM,75.0,68.05,,,,,
577,03/03/24 02:00:00 PM,75.7,69.04,,,,,
578,03/03/24 03:00:00 PM,76.1,69.40,,,,,
579,03/03/24 04:00:00 PM,109.1,68.68,,,,,
580,03/03/24 05:00:00 PM,135.2,67.93,,,,,
581,03/03/24 06:00:00 PM,95.8,67.86,,,,,
582,03/03/24 07:00:00 PM,105.8,67.32,,,,,
583,03/03/24 08:00:00 PM,91.4,67.39,,,,,
584,03/03/24 09:00:00 PM,98.4,67.32,,,,,
585,03/03/24 10:00:00 PM,92.1,66.88,,,,,
586,03/03/24 11:00:00 PM,86.6,66.61,,,,,
587,03/04/24 12:00:00 AM,82.2,66.42,,,,,
588,03/04/24 01:00:00 AM,77.7,66.29,,,,,
589,03/04/24 02:00:00 AM,75.1,66.16,,,,,
590,03/04/24 03:00:00 AM,72.9,66.07,,,,,
591,03/04/24 04:00:00 AM,71.1,65.98,,,,,
592,03/04/24 05:00:00 AM,70.7,65.88,,,,,
593,03/04/24 06:00:00 AM,70.7,65.73,,,,,
594,03/04/24 07:00:00 AM,68.9,65.59,,,,,
595,03/04/24 08:00:00 AM,67.7,65.48,,,,,
596,03/04/24 09:00:00 AM,67.0,65.43,,,,,
597,03/04/24 10:00:00 AM,66.6,65.52,,,,,
598,03/04/24 11:00:00 AM,67.4,65.71,,,,,
599,03/04/24 12:00:00 PM,68.1,66.00,,,,,
600,03/04/24 01:00:00 PM,68.1,66.65,,,,,
601,03/04/24 02:00:00 PM,69.9,67.66,,,,,
602,03/04/24 03:00:00 PM,69.8,68.76,,,,,
603,03/04/24 04:00:00 PM,70.9,69.67,,,,,
604,03/04/24 05:00:00 PM,73.1,70.07,,,,,
605,03/04/24 06:00:00 PM,72.4,70.11,,,,,
606,03/04/24 07:00:00 PM,73.1,70.00,,,,,
607,03/04/24 08:00:00 PM,72.0,69.76,,,,,
608,03/04/24 09:00:00 PM,72.4,69.42,,,,,
609,03/04/24 10:00:00 PM,69.8,68.95,,,,,
610,03/04/24 11:00:00 PM,68.7,68.50,,,,,
611,03/05/24 12:00:00 AM,68.4,68.13,,,,,
612,03/05/24 01:00:00 AM,67.7,67.80,,,,,
613,03/05/24 02:00:00 AM,67.3,67.55,,,,,
614,03/05/24 03:00:00 AM,66.9,67.35,,,,,
615,03/05/24 04:00:00 AM,66.9,67.15,,,,,
616,03/05/24 05:00:00 AM,66.2,66.99,,,,,
617,03/05/24 06:00:00 AM,65.5,66.88,,,,,
618,03/05/24 07:00:00 AM,65.1,66.74,,,,,
619,03/05/24 08:00:00 AM,65.1,66.65,,,,,
620,03/05/24 09:00:00 AM,64.7,66.65,,,,,
621,03/05/24 10:00:00 AM,64.4,66.81,,,,,
622,03/05/24 11:00:00 AM,65.1,67.14,,,,,
623,03/05/24 12:00:00 PM,65.1,67.53,,,,,
624,03/05/24 01:00:00 PM,65.8,67.89,,,,,
625,03/05/24 02:00:00 PM,66.2,68.18,,,,,
626,03/05/24 03:00:00 PM,67.6,68.45,,,,,
627,03/05/24 04:00:00 PM,68.0,68.63,,,,,
628,03/05/24 05:00:00 PM,69.1,68.76,,,,,
629,03/05/24 06:00:00 PM,68.7,68.76,,,,,
630,03/05/24 07:00:00 PM,68.4,68.68,,,,,
631,03/05/24 08:00:00 PM,68.4,68.59,,,,,
632,03/05/24 09:00:00 PM,67.6,68.50,,,,,
633,03/05/24 10:00:00 PM,66.9,68.38,,,,,
634,03/05/24 11:00:00 PM,67.6,68.29,,,,,
635,03/06/24 12:00:00 AM,68.4,68.22,,,,,
636,03/06/24 01:00:00 AM,68.4,68.20,,,,,
637,03/06/24 02:00:00 AM,68.4,68.23,,,,,
638,03/06/24 03:00:00 AM,72.4,68.27,,,,,
639,03/06/24 04:00:00 AM,76.5,68.23,,,,,
640,03/06/24 05:00:00 AM,72.1,68.18,,,,,
641,03/06/24 06:00:00 AM,70.6,68.09,,,,,
642,03/06/24 07:00:00 AM,70.2,67.95,,,,,
643,03/06/24 08:00:00 AM,68.4,67.78,,,,,
644,03/06/24 09:00:00 AM,67.3,67.80,,,,,
645,03/06/24 10:00:00 AM,68.0,68.05,,,,,
646,03/06/24 11:00:00 AM,68.7,68.50,,,,,
647,03/06/24 12:00:00 PM,68.0,69.13,,,,,
648,03/06/24 01:00:00 PM,67.9,70.00,,,,,
649,03/06/24 02:00:00 PM,69.7,70.97,,,,,
650,03/06/24 03:00:00 PM,70.4,71.92,,,,,
651,03/06/24 04:00:00 PM,72.6,72.55,,,,,
652,03/06/24 05:00:00 PM,71.5,72.79,,,,,
653,03/06/24 06:00:00 PM,71.9,72.72,,,,,
654,03/06/24 07:00:00 PM,72.6,72.37,,,,,
655,03/06/24 08:00:00 PM,70.8,71.91,,,,,
656,03/06/24 09:00:00 PM,69.7,71.40,,,,,
657,03/06/24 10:00:00 PM,67.9,70.93,,,,,
658,03/06/24 11:00:00 PM,66.8,70.45,,,,,
659,03/07/24 12:00:00 AM,66.1,69.98,,,,,
660,03/07/24 01:00:00 AM,65.4,69.53,,,,,
661,03/07/24 02:00:00 AM,65.0,69.13,,,,,
662,03/07/24 03:00:00 AM,64.7,68.79,,,,,
663,03/07/24 04:00:00 AM,63.9,68.45,,,,,
664,03/07/24 05:00:00 AM,64.0,68.11,,,,,
665,03/07/24 06:00:00 AM,63.2,67.78,,,,,
666,03/07/24 07:00:00 AM,62.9,67.51,,,,,
667,03/07/24 08:00:00 AM,62.9,67.24,,,,,
668,03/07/24 09:00:00 AM,62.5,67.12,,,,,
669,03/07/24 10:00:00 AM,62.9,67.28,,,,,
670,03/07/24 11:00:00 AM,62.9,67.78,,,,,
671,03/07/24 12:00:00 PM,64.3,68.77,,,,,
672,03/07/24 01:00:00 PM,65.0,69.84,,,,,
673,03/07/24 02:00:00 PM,66.4,70.92,,,,,
674,03/07/24 03:00:00 PM,67.1,71.80,,,,,
675,03/07/24 04:00:00 PM,68.2,72.34,,,,,
676,03/07/24 05:00:00 PM,69.0,72.48,,,,,
677,03/07/24 06:00:00 PM,69.0,72.45,,,,,
678,03/07/24 07:00:00 PM,68.2,72.16,,,,,
679,03/07/24 08:00:00 PM,67.9,71.80,,,,,
680,03/07/24 09:00:00 PM,67.9,71.31,,,,,
681,03/07/24 10:00:00 PM,66.4,70.83,,,,,
682,03/07/24 11:00:00 PM,65.7,70.34,,,,,
683,03/08/24 12:00:00 AM,65.0,69.87,,,,,
684,03/08/24 01:00:00 AM,64.6,69.42,,,,,
685,03/08/24 02:00:00 AM,64.3,69.04,,,,,
686,03/08/24 03:00:00 AM,64.3,68.70,,,,,
687,03/08/24 04:00:00 AM,63.9,68.38,,,,,
688,03/08/24 05:00:00 AM,68.0,68.13,,,,,
689,03/08/24 06:00:00 AM,63.6,67.87,,,,,
690,03/08/24 07:00:00 AM,63.2,67.66,,,,,
691,03/08/24 08:00:00 AM,62.9,67.55,,,,,
692,03/08/24 09:00:00 AM,63.2,67.57,,,,,
693,03/08/24 10:00:00 AM,63.2,67.89,,,,,
694,03/08/24 11:00:00 AM,64.3,68.47,,,,,
695,03/08/24 12:00:00 PM,65.8,69.28,,,,,
696,03/08/24 01:00:00 PM,66.8,70.07,,,,,
697,03/08/24 02:00:00 PM,67.5,70.81,,,,,
698,03/08/24 03:00:00 PM,68.3,71.40,,,,,
699,03/08/24 04:00:00 PM,68.6,71.80,,,,,
700,03/08/24 05:00:00 PM,68.2,71.98,,,,,
701,03/08/24 06:00:00 PM,68.2,72.00,,,,,
702,03/08/24 07:00:00 PM,68.2,71.89,,,,,
703,03/08/24 08:00:00 PM,68.2,71.64,,,,,
704,03/08/24 09:00:00 PM,68.6,71.35,,,,,
705,03/08/24 10:00:00 PM,69.7,71.13,,,,,
706,03/08/24 11:00:00 PM,67.9,70.93,,,,,
707,03/09/24 12:00:00 AM,68.3,70.81,,,,,
708,03/09/24 01:00:00 AM,67.2,70.74,,,,,
709,03/09/24 02:00:00 AM,67.2,70.68,,,,,
710,03/09/24 03:00:00 AM,67.2,70.65,,,,,
711,03/09/24 04:00:00 AM,66.8,70.61,,,,,
712,03/09/24 05:00:00 AM,66.8,70.57,,,,,
713,03/09/24 06:00:00 AM,66.8,70.56,,,,,
714,03/09/24 07:00:00 AM,66.8,70.50,,,,,
715,03/09/24 08:00:00 AM,66.4,70.48,,,,,
716,03/09/24 09:00:00 AM,66.4,70.56,,,,,
717,03/09/24 10:00:00 AM,66.8,70.81,,,,,
718,03/09/24 11:00:00 AM,67.2,71.24,,,,,
719,03/09/24 12:00:00 PM,68.2,71.98,,,,,
720,03/09/24 01:00:00 PM,69.7,72.81,,,,,
721,03/09/24 02:00:00 PM,71.5,73.69,,,,,
722,03/09/24 03:00:00 PM,74.4,74.37,,,,,
723,03/09/24 04:00:00 PM,77.7,74.77,,,,,
724,03/09/24 05:00:00 PM,79.2,74.86,,,,,
725,03/09/24 06:00:00 PM,78.1,74.77,,,,,
726,03/09/24 07:00:00 PM,86.6,74.61,,,,,
727,03/09/24 08:00:00 PM,86.2,74.35,,,,,
728,03/09/24 09:00:00 PM,84.0,73.96,,,,,
729,03/09/24 10:00:00 PM,117.7,73.47,,,,,
730,03/09/24 11:00:00 PM,86.3,73.15,,,,,
731,03/10/24 12:00:00 AM,91.8,73.08,,,,,
732,03/10/24 01:00:00 AM,87.0,72.95,,,,,
733,03/10/24 02:00:00 AM,79.3,72.66,,,,,
734,03/10/24 03:00:00 AM,76.7,72.25,,,,,
735,03/10/24 04:00:00 AM,76.4,71.80,,,,,
736,03/10/24 05:00:00 AM,74.9,71.29,,,,,
737,03/10/24 06:00:00 AM,74.2,70.74,,,,,
738,03/10/24 07:00:00 AM,73.1,70.12,,,,,
739,03/10/24 08:00:00 AM,72.4,69.58,,,,,
740,03/10/24 09:00:00 AM,71.3,69.17,,,,,
741,03/10/24 10:00:00 AM,69.8,68.97,,,,,
742,03/10/24 11:00:00 AM,73.2,69.10,,,,,
743,03/10/24 12:00:00 PM,69.8,69.62,,,,,
744,03/10/24 01:00:00 PM,70.5,70.12,,,,,
745,03/10/24 02:00:00 PM,70.1,70.65,,,,,
746,03/10/24 03:00:00 PM,74.5,71.10,,,,,
747,03/10/24 04:00:00 PM,73.4,71.47,,,,,
748,03/10/24 05:00:00 PM,77.1,71.51,,,,,
749,03/10/24 06:00:00 PM,81.2,71.24,,,,,
750,03/10/24 07:00:00 PM,75.7,70.75,,,,,
751,03/10/24 08:00:00 PM,75.0,70.16,,,,,
752,03/10/24 09:00:00 PM,73.5,69.49,,,,,
753,03/10/24 10:00:00 PM,71.3,68.72,,,,,
754,03/10/24 11:00:00 PM,69.1,67.96,,,,,
755,03/11/24 12:00:00 AM,71.4,67.23,,,,,
756,03/11/24 01:00:00 AM,68.1,66.51,,,,,
757,03/11/24 02:00:00 AM,66.6,65.80,,,,,
758,03/11/24 03:00:00 AM,65.9,65.14,,,,,
759,03/11/24 04:00:00 AM,64.8,64.42,,,,,
760,03/11/24 05:00:00 AM,63.7,63.73,,,,,
761,03/11/24 06:00:00 AM,62.7,63.03,,,,,
762,03/11/24 07:00:00 AM,61.6,62.37,,,,,
763,03/11/24 08:00:00 AM,60.8,61.81,,,,,
764,03/11/24 09:00:00 AM,60.1,61.45,,,,,
765,03/11/24 10:00:00 AM,60.1,61.32,,,,,
766,03/11/24 11:00:00 AM,60.1,61.56,,,,,
767,03/11/24 12:00:00 PM,60.5,62.29,,,,,
768,03/11/24 01:00:00 PM,61.2,63.18,,,,,
769,03/11/24 02:00:00 PM,62.2,64.17,,,,,
770,03/11/24 03:00:00 PM,62.6,65.16,,,,,
771,03/11/24 04:00:00 PM,64.8,65.91,,,,,
772,03/11/24 05:00:00 PM,64.0,66.33,,,,,
773,03/11/24 06:00:00 PM,63.6,66.51,,,,,
774,03/11/24 07:00:00 PM,63.3,66.38,,,,,
775,03/11/24 08:00:00 PM,62.9,66.04,,,,,
776,03/11/24 09:00:00 PM,62.6,65.59,,,,,
777,03/11/24 10:00:00 PM,62.6,65.03,,,,,
778,03/11/24 11:00:00 PM,62.2,64.36,,,,,
779,03/12/24 12:00:00 AM,61.5,63.66,,,,,
780,03/12/24 01:00:00 AM,61.2,63.01,,,,,
781,03/12/24 02:00:00 AM,60.5,62.38,,,,,
782,03/12/24 03:00:00 AM,60.1,61.79,,,,,
783,03/12/24 04:00:00 AM,59.0,61.25,,,,,
784,03/12/24 05:00:00 AM,58.7,60.75,,,,,
785,03/12/24 06:00:00 AM,60.9,60.26,,,,,
786,03/12/24 07:00:00 AM,57.6,59.85,,,,,
787,03/12/24 08:00:00 AM,57.2,59.50,,,,,
788,03/12/24 09:00:00 AM,57.2,59.43,,,,,
789,03/12/24 10:00:00 AM,57.6,59.74,,,,,
790,03/12/24 11:00:00 AM,59.0,60.40,,,,,
791,03/12/24 12:00:00 PM,63.1,61.54,,,,,
792,03/12/24 01:00:00 PM,63.0,62.78,,,,,
793,03/12/24 02:00:00 PM,63.7,64.04,,,,,
794,03/12/24 03:00:00 PM,64.4,65.30,,,,,
795,03/12/24 04:00:00 PM,64.8,66.31,,,,,
796,03/12/24 05:00:00 PM,67.7,66.90,,,,,
797,03/12/24 06:00:00 PM,72.5,67.21,,,,,
798,03/12/24 07:00:00 PM,73.2,67.24,,,,,
799,03/12/24 08:00:00 PM,69.9,67.06,,,,,
800,03/12/24 09:00:00 PM,67.3,66.72,,,,,
801,03/12/24 10:00:00 PM,65.9,66.29,,,,,
802,03/12/24 11:00:00 PM,65.1,65.77,,,,,
803,03/13/24 12:00:00 AM,65.2,65.19,,,,,
804,03/13/24 01:00:00 AM,64.4,64.60,,,,,
805,03/13/24 02:00:00 AM,63.7,64.04,,,,,
806,03/13/24 03:00:00 AM,63.0,63.59,,,,,
807,03/13/24 04:00:00 AM,61.9,63.18,,,,,
808,03/13/24 05:00:00 AM,62.3,62.85,,,,,
809,03/13/24 06:00:00 AM,61.6,62.55,,,,,
810,03/13/24 07:00:00 AM,60.8,62.26,,,,,
811,03/13/24 08:00:00 AM,61.2,62.06,,,,,
812,03/13/24 09:00:00 AM,61.2,62.04,,,,,
813,03/13/24 10:00:00 AM,60.8,62.28,,,,,
814,03/13/24 11:00:00 AM,61.2,62.71,,,,,
815,03/13/24 12:00:00 PM,61.9,63.59,,,,,
816,03/13/24 01:00:00 PM,63.7,64.51,,,,,
817,03/13/24 02:00:00 PM,64.8,65.52,,,,,
818,03/13/24 03:00:00 PM,65.9,66.47,,,,,
819,03/13/24 04:00:00 PM,66.2,67.12,,,,,
820,03/13/24 05:00:00 PM,67.3,67.53,,,,,
821,03/13/24 06:00:00 PM,67.3,67.66,,,,,
822,03/13/24 07:00:00 PM,67.3,67.66,,,,,
823,03/13/24 08:00:00 PM,67.7,67.57,,,,,
824,03/13/24 09:00:00 PM,66.9,67.35,,,,,
825,03/13/24 10:00:00 PM,66.6,67.03,,,,,
826,03/13/24 11:00:00 PM,65.9,66.56,,,,,
827,03/14/24 12:00:00 AM,64.0,66.00,,,,,
828,03/14/24 01:00:00 AM,63.7,65.39,,,,,
829,03/14/24 02:00:00 AM,63.3,64.72,,,,,
830,03/14/24 03:00:00 AM,61.9,64.04,,,,,
831,03/14/24 04:00:00 AM,61.5,63.41,,,,,
832,03/14/24 05:00:00 AM,61.2,62.78,,,,,
833,03/14/24 06:00:00 AM,60.5,62.20,,,,,
834,03/14/24 07:00:00 AM,61.2,61.63,,,,,
835,03/14/24 08:00:00 AM,60.5,61.21,,,,,
836,03/14/24 09:00:00 AM,59.0,61.03,,,,,
837,03/14/24 10:00:00 AM,58.6,61.12,,,,,
838,03/14/24 11:00:00 AM,58.6,61.56,,,,,
839,03/14/24 12:00:00 PM,60.5,62.53,,,,,
840,03/14/24 01:00:00 PM,60.4,63.57,,,,,
841,03/14/24 02:00:00 PM,61.5,64.67,,,,,
842,03/14/24 03:00:00 PM,62.6,65.71,,,,,
843,03/14/24 04:00:00 PM,62.9,66.70,,,,,
844,03/14/24 05:00:00 PM,64.0,67.44,,,,,
845,03/14/24 06:00:00 PM,64.3,67.80,,,,,
846,03/14/24 07:00:00 PM,64.3,67.96,,,,,
847,03/14/24 08:00:00 PM,64.7,67.96,,,,,
848,03/14/24 09:00:00 PM,65.8,67.86,,,,,
849,03/14/24 10:00:00 PM,68.4,67.62,,,,,
850,03/14/24 11:00:00 PM,70.3,67.30,,,,,
851,03/15/24 12:00:00 AM,68.8,66.96,,,,,
852,03/15/24 01:00:00 AM,67.0,66.54,,,,,
853,03/15/24 02:00:00 AM,66.2,66.09,,,,,
854,03/15/24 03:00:00 AM,66.3,65.62,,,,,
855,03/15/24 04:00:00 AM,65.5,65.17,,,,,
856,03/15/24 05:00:00 AM,65.2,64.78,,,,,
857,03/15/24 06:00:00 AM,67.0,64.42,,,,,
858,03/15/24 07:00:00 AM,65.2,64.11,,,,,
859,03/15/24 08:00:00 AM,68.6,63.88,,,,,
860,03/15/24 09:00:00 AM,62.6,63.88,,,,,
861,03/15/24 10:00:00 AM,62.2,64.08,,,,,
862,03/15/24 11:00:00 AM,62.6,64.51,,,,,
863,03/15/24 12:00:00 PM,63.7,65.48,,,,,
864,03/15/24 01:00:00 PM,65.1,66.40,,,,,
865,03/15/24 02:00:00 PM,66.2,67.41,,,,,
866,03/15/24 03:00:00 PM,68.0,68.36,,,,,
867,03/15/24 04:00:00 PM,68.0,69.26,,,,,
868,03/15/24 05:00:00 PM,69.4,69.98,,,,,
869,03/15/24 06:00:00 PM,67.9,70.32,,,,,
870,03/15/24 07:00:00 PM,67.6,70.45,,,,,
871,03/15/24 08:00:00 PM,67.9,70.52,,,,,
872,03/15/24 09:00:00 PM,67.6,70.48,,,,,
873,03/15/24 10:00:00 PM,67.6,70.34,,,,,
874,03/15/24 11:00:00 PM,68.3,70.16,,,,,
875,03/16/24 12:00:00 AM,69.8,69.98,,,,,
876,03/16/24 01:00:00 AM,69.8,69.71,,,,,
877,03/16/24 02:00:00 AM,69.8,69.46,,,,,
878,03/16/24 03:00:00 AM,69.5,69.19,,,,,
879,03/16/24 04:00:00 AM,68.7,68.95,,,,,
880,03/16/24 05:00:00 AM,68.4,68.77,,,,,
881,03/16/24 06:00:00 AM,68.4,68.59,,,,,
882,03/16/24 07:00:00 AM,67.3,68.38,,,,,
883,03/16/24 08:00:00 AM,66.9,68.22,,,,,
884,03/16/24 09:00:00 AM,67.3,68.14,,,,,
885,03/16/24 10:00:00 AM,67.3,68.20,,,,,
886,03/16/24 11:00:00 AM,67.3,68.45,,,,,
887,03/16/24 12:00:00 PM,68.0,69.08,,,,,
888,03/16/24 01:00:00 PM,68.7,69.66,,,,,
889,03/16/24 02:00:00 PM,70.2,70.16,,,,,
890,03/16/24 03:00:00 PM,71.2,70.77,,,,,
891,03/16/24 04:00:00 PM,74.9,71.31,,,,,
892,03/16/24 05:00:00 PM,72.7,71.76,,,,,
893,03/16/24 06:00:00 PM,72.3,72.00,,,,,
894,03/16/24 07:00:00 PM,71.6,72.01,,,,,
895,03/16/24 08:00:00 PM,71.9,72.00,,,,,
896,03/16/24 09:00:00 PM,71.9,71.91,,,,,
897,03/16/24 10:00:00 PM,71.9,71.74,,,,,
898,03/16/24 11:00:00 PM,72.3,71.64,,,,,
899,03/17/24 12:00:00 AM,72.3,71.49,,,,,
900,03/17/24 01:00:00 AM,72.7,71.38,,,,,
901,03/17/24 02:00:00 AM,73.1,71.24,,,,,
902,03/17/24 03:00:00 AM,72.7,71.10,,,,,
903,03/17/24 04:00:00 AM,72.7,70.93,,,,,
904,03/17/24 05:00:00 AM,70.9,70.77,,,,,
905,03/17/24 06:00:00 AM,70.5,70.56,,,,,
906,03/17/24 07:00:00 AM,70.5,70.34,,,,,
907,03/17/24 08:00:00 AM,70.2,70.16,,,,,
